26160903.3405847 2018.8295568 53.819786482539 120.915436134031 430.707946777344 424.231506347656 2009603 84 1 NA
26160908.2870848 2018.82955696 53.505497428861 120.863293733723 328.871856689453 322.641876220703 2009603 64 1 NA
26160908.2963848 2018.82955696 53.504907030748 120.863197132484 328.862762451172 322.633453369141 2009603 92 1 NA
26160908.3023848 2018.82955696 53.5045267195556 120.86313481808 328.906921386719 322.678039550781 2009603 93 1 NA
26160908.3072848 2018.82955696 53.5042164153048 120.863083285317 328.916015625 322.687591552734 2009603 92 1 NA
26160908.3118848 2018.82955696 53.5039253804885 120.863033555495 328.906494140625 322.678497314453 2009603 93 1 NA
26160908.3149848 2018.82955696 53.5037291962295 120.862999706705 328.905975341797 322.678192138672 2009603 93 1 NA
26160908.3194848 2018.82955696 53.5034441943401 120.86295046114 328.922210693359 322.694641113281 2009603 91 1 NA
26160923.3007851 2018.82955744 52.5514024996775 120.707560001721 383.412445068359 378.247467041016 2009603 71 1 0.000161096773808822
26160923.3043851 2018.82955744 52.5511748795967 120.707523389552 383.386016845703 378.221252441406 2009603 57 1 0.000161096773808822
26160923.3084852 2018.82955744 52.5509160288507 120.707481816097 383.445343017578 378.281005859375 2009603 83 1 0.000161096773808822
26160923.3123852 2018.82955744 52.5506701904991 120.707442337125 383.483154296875 378.319030761719 2009603 93 1 0.000161096773808822
26160923.3143851 2018.82955744 52.5505440257912 120.707422149481 383.4375 378.273620605469 2009603 93 1 0.000161096759256907
26160923.3164852 2018.82955744 52.5504114284971 120.707400919592 383.455200195312 378.291534423828 2009603 93 1 0.000161096759256907
26160923.3186852 2018.82955744 52.5502723454764 120.707378716621 383.44384765625 378.280181884766 2009603 93 1 0.000161096759256907
26160923.3205851 2018.82955744 52.5501520604023 120.707359519939 383.452301025391 378.288848876953 2009603 94 1 0.000161096759256907
26160923.3224852 2018.82955744 52.5500315996844 120.707340343645 383.454345703125 378.291107177734 2009603 94 1 0.000161096759256907
26160923.3241851 2018.82955744 52.5499236661313 120.707323141726 383.462615966797 378.299377441406 2009603 92 1 0.000161096759256907
26160923.3259852 2018.82955744 52.5498094873698 120.707304937293 383.446166992188 378.283142089844 2009603 92 1 NA
26160923.3278851 2018.82955744 52.5496881520419 120.707285734651 383.453826904297 378.291015625 2009603 92 1 NA
26160923.3295852 2018.82955744 52.5495794561379 120.707268518588 383.459320068359 378.296508789062 2009603 92 1 NA
26160923.7497852 2018.82955745 52.5228530006602 120.703175379907 385.468048095703 380.340667724609 2009603 92 1 -0.00034328518086113
26160923.7521852 2018.82955745 52.5227000814395 120.703152599015 385.442199707031 380.315063476562 2009603 92 1 -0.00034328518086113
26160923.7544851 2018.82955745 52.5225535781656 120.703130808056 385.420349121094 380.29345703125 2009603 92 1 -0.00034328518086113
26160923.7564852 2018.82955745 52.522426212388 120.703111842761 385.419952392578 380.293334960938 2009603 94 1 -0.000343285209964961
26160923.7585852 2018.82955745 52.5222925036906 120.703091971931 385.452392578125 380.325775146484 2009603 94 1 -0.00034328518086113
26160923.7606852 2018.82955745 52.5221588087461 120.70307206576 385.424926757812 380.298553466797 2009603 91 1 -0.00034328518086113
26160923.7627852 2018.82955745 52.522025122379 120.703052167641 385.412048339844 380.285919189453 2009603 91 1 -0.00034328518086113
26160923.7649851 2018.82955745 52.5218850664039 120.703031266253 385.485382080078 380.359527587891 2009603 93 1 NA
26160923.7670852 2018.82955745 52.5217513490623 120.703011274043 385.501220703125 380.375366210938 2009603 93 1 NA
26160923.7691852 2018.82955745 52.5216176823716 120.70299113359 385.488800048828 380.363189697266 2009603 92 1 NA
26160923.7711852 2018.82955745 52.5214903418268 120.702971923001 385.521697998047 380.396362304688 2009603 92 1 NA
26160923.7730852 2018.82955745 52.5213693274962 120.702953607522 385.510711669922 380.385620117188 2009603 92 1 NA
26160924.2024852 2018.82955746 52.4940629783611 120.69872575641 386.891784667969 381.807403564453 2009603 75 1 0.000039021597331157
26160924.2072852 2018.82955746 52.4937581115964 120.698674487027 386.910491943359 381.82666015625 2009603 91 1 0.000039021597331157
26160924.2112852 2018.82955746 52.4935052294223 120.698632633493 386.892974853516 381.809417724609 2009603 94 1 0.000039021597331157
26160924.2144852 2018.82955746 52.4933029979181 120.698599536113 386.904266357422 381.820983886719 2009603 94 1 0.000039021597331157
26160924.2170852 2018.82955747 52.4931386060521 120.698572820881 386.874328613281 381.791320800781 2009603 95 1 0.000039021597331157
26160924.2219852 2018.82955747 52.4928282994843 120.698522945517 386.909820556641 381.827362060547 2009603 94 1 0.0000390215936931781
26160924.2275852 2018.82955747 52.4924724428056 120.698466387269 386.909088134766 381.827178955078 2009603 93 1 0.000039021597331157
26160924.2330852 2018.82955747 52.4921207882376 120.698411030828 386.918365478516 381.837005615234 2009603 93 1 0.000039021597331157
26160924.2366852 2018.82955747 52.4918902336911 120.698374599131 386.912567138672 381.831512451172 2009603 91 1 0.0000390215936931781
26160924.2410852 2018.82955747 52.4916084014025 120.698329704273 386.918823242188 381.838287353516 2009603 91 1 0.00021116882271599
26160924.2446852 2018.82955747 52.4913780151439 120.698292602961 386.911376953125 381.831115722656 2009603 85 1 0.00021116882271599
26160924.2481852 2018.82955747 52.4911544404629 120.698256109863 386.90673828125 381.826751708984 2009603 82 1 0.00021116882271599
